chr1	10297131	10297132	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297138	10297139	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297142	10297143	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297166	10297167	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297169	10297170	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297177	10297178	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297191	10297192	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297197	10297198	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297222	10297223	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297225	10297226	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297234	10297235	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297237	10297238	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297243	10297244	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297254	10297255	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297255	10297256	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297261	10297262	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297264	10297265	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297269	10297270	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297284	10297285	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297287	10297288	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297291	10297292	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297293	10297294	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297294	10297295	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297295	10297296	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297299	10297300	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297303	10297304	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297304	10297305	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297305	10297306	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297310	10297311	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297311	10297312	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297313	10297314	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297318	10297319	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297323	10297324	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297325	10297326	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
chr1	10297327	10297328	0.0	1	chr1	10296965	10300965	ENSG00000199562.1	RNU6-37P	+
